nid,Is,Os,S,V,D
0,174.84858386606197,10.71410904945428,185.56269291551627,0.29859823307225875,"[1, 1, 0, 0, 0, 0, 0]"
1,94.6916132974005,51.198757088129426,145.89037038552993,0.8804600563180099,"[0, 1, 1, 0, 0, 0, 0]"
2,79.69143523572887,24.01523144337157,103.70666667910044,0.000869045676104685,"[0, 0, 1, 1, 0, 0, 0]"
3,15.898948480097227,11.251157168294153,27.15010564839138,0.6233384865373327,"[0, 0, 0, 1, 1, 0, 0]"
4,11.709811394826396,7.79154800389437,19.501359398720766,0.6373154621323411,"[0, 0, 0, 0, 1, 1, 0]"
5,6.415355888187559,3.1937497989967647,9.609105687184323,0.31276667669454516,"[0, 0, 0, 0, 0, 1, 1]"
6,9.39429741174262,5.531635767368273,14.925933179110892,0.6922598136459314,"[1, 0, 0, 0, 0, 0, 1]"
7,17.561398943095053,2.457439675254399,20.018838618349452,0.14089248512323738,"[1, 1, 0, 0, 0, 0, 0]"
8,6.284453036352404,2.08289085895609,8.367343895308494,0.03686947203247015,"[0, 1, 1, 0, 0, 0, 0]"
9,5.292118517503149,2.087780531863346,7.379899049366495,0.14630088643891004,"[0, 0, 1, 1, 0, 0, 0]"
10,6.254460777765267,3.123962925688433,9.3784237034537,0.2066048761473881,"[0, 0, 0, 1, 1, 0, 0]"
11,2,2,4,0.529568696290143,"[0, 0, 0, 0, 1, 1, 0]"
12,17.908248000937803,2.5791637000656893,20.48741170100349,0.9652728334428157,"[0, 0, 0, 0, 0, 1, 1]"
13,8.579163700065688,2.3250191046838875,10.904182804749576,0.45502674655744213,"[1, 0, 0, 0, 0, 0, 1]"
14,10.055544530621578,2.3829581781987708,12.438502708820348,0.27310659481741684,"[1, 1, 0, 0, 0, 0, 0]"
15,10.867124862404825,2.5393602263669623,13.406485088771788,0.2667806543603678,"[0, 1, 1, 0, 0, 0, 0]"
16,6.16673790897523,3.0551456425255097,9.221883551500738,0.07821332215539623,"[0, 0, 1, 1, 0, 0, 0]"
17,16.687212156221733,6.953059286011995,23.64027144223373,0.9260924272514295,"[0, 0, 0, 1, 1, 0, 0]"
18,3,4,7,0.8474558557943773,"[0, 0, 0, 0, 1, 1, 0]"
19,5.566936306605906,2.0378175064725337,7.60475381307844,0.04491432667969264,"[0, 0, 0, 0, 0, 1, 1]"
20,18.100006096849377,4.199340180919265,22.29934627776864,0.7937108292482687,"[1, 0, 0, 0, 0, 0, 1]"
21,19.680656385111767,6.735609552783942,26.41626593789571,0.9725144404083811,"[1, 1, 0, 0, 0, 0, 0]"
22,12.132508579706986,4.343096046370013,16.475604626077,0.7199511486724969,"[0, 1, 1, 0, 0, 0, 0]"
23,4.411400656384284,3.403344554060523,7.814745210444807,0.5773408450141945,"[0, 0, 1, 1, 0, 0, 0]"
24,8.401876668079286,2.585144543717482,10.987021211796767,0.8777168155762229,"[0, 0, 0, 1, 1, 0, 0]"
25,14.397021903518965,2.2927503083100915,16.689772211829055,0.4391254624651374,"[0, 0, 0, 0, 1, 1, 0]"
26,4,2,6,0.8203102686653282,"[0, 0, 0, 0, 0, 1, 1]"
27,8,2,10,0.19490966988262592,"[1, 0, 0, 0, 0, 0, 1]"
28,4.238528849261883,2.4443566075437624,6.682885456805645,0.6220992505612671,"[1, 1, 0, 0, 0, 0, 0]"
29,8.511828156935179,2.2385288492618827,10.750357006197062,0.3975480821031381,"[0, 1, 1, 0, 0, 0, 0]"
30,3,3,6,0.9048837359542979,"[0, 0, 1, 1, 0, 0, 0]"
31,10.382677543021149,2.5675297966214616,12.95020733964261,0.9464236911339275,"[0, 0, 0, 1, 1, 0, 0]"
32,29.44384987003064,5.4299198628344705,34.873769732865114,0.04058015562892159,"[0, 0, 0, 0, 1, 1, 0]"
33,4.372279713071536,2.26298708092757,6.635266793999106,0.1743440112038961,"[0, 0, 0, 0, 0, 1, 1]"
34,15.727248220450186,5.606790823599089,21.334039044049273,0.5322986045244195,"[1, 0, 0, 0, 0, 0, 1]"
35,38.43645841621716,2.80063683678681,41.237095253003965,0.13229382880384166,"[1, 1, 0, 0, 0, 0, 0]"
36,22.421805695080636,6.426726469856943,28.84853216493758,0.28987163277576755,"[0, 1, 1, 0, 0, 0, 0]"
37,4,3,7,0.684425553302851,"[0, 0, 1, 1, 0, 0, 0]"
38,4.0911179190842715,3.790133470995148,7.88125139007942,0.7196597419415457,"[0, 0, 0, 1, 1, 0, 0]"
39,15.605397807902916,6.48030249561076,22.085700303513676,0.1676530956642801,"[0, 0, 0, 0, 1, 1, 0]"
40,24.960474231173773,4.529512992562687,29.48998722373646,0.6091056358373119,"[0, 0, 0, 0, 0, 1, 1]"
41,9.91202696564395,10.184581447758822,20.09660841340277,0.9207842368601242,"[1, 0, 0, 0, 0, 0, 1]"
42,6,4,10,0.6479822936368757,"[1, 1, 0, 0, 0, 0, 0]"
43,2,2,4,0.29976101884147865,"[0, 1, 1, 0, 0, 0, 0]"
44,10.78158710446811,2.323976479137798,13.105563583605909,0.5399607985629968,"[0, 0, 1, 1, 0, 0, 0]"
45,6.564225763388378,2.492511949780973,9.056737713169351,0.8208532496349547,"[0, 0, 0, 1, 1, 0, 0]"
46,4.13633978093038,3.0855311450495573,7.221870925979937,0.042813880397681414,"[0, 0, 0, 0, 1, 1, 0]"
47,7.503474878123288,3.4034891561560885,10.906964034279376,0.3408494523259512,"[0, 0, 0, 0, 0, 1, 1]"
48,14.267342660820404,4.982332533443063,19.249675194263467,0.3032192435100425,"[1, 0, 0, 0, 0, 0, 1]"
