nid,Is,Os,S,V,D
0,116.58919201612828,28.938220373060137,145.5274123891884,0.7797410717467361,"[1, 1, 0, 0, 0, 0, 0]"
1,84.05545784018017,33.1307528739362,117.18621071411637,0.5468418592247462,"[0, 1, 1, 0, 0, 0, 0]"
2,78.30354262795021,38.072480565600344,116.37602319355055,0.49797568712426177,"[0, 0, 1, 1, 0, 0, 0]"
3,17.091336849437358,19.224443598645287,36.31578044808265,0.17366170028962624,"[0, 0, 0, 1, 1, 0, 0]"
4,21.545929878926938,9.98262964848108,31.528559527408017,0.27694283950029086,"[0, 0, 0, 0, 1, 1, 0]"
5,9.55447093713219,8.392536545161558,17.94700748229375,0.5451966527674699,"[0, 0, 0, 0, 0, 1, 1]"
6,3,5,8,0.5404307904652764,"[1, 0, 0, 0, 0, 0, 1]"
7,11.766337700283856,2,13.766337700283856,0.8270667822707161,"[1, 1, 0, 0, 0, 0, 0]"
8,8.522344361256572,2.1665346742488754,10.688879035505447,0.16291132165440603,"[0, 1, 1, 0, 0, 0, 0]"
9,7.273622104082912,6.099587439444653,13.373209543527565,0.9729550336509551,"[0, 0, 1, 1, 0, 0, 0]"
10,13.44380570623892,7.210438963818223,20.654244670057142,0.772973448099523,"[0, 0, 0, 1, 1, 0, 0]"
11,101.28015345277113,4.74365353718412,106.02380698995525,0.31520577914773584,"[0, 0, 0, 0, 1, 1, 0]"
12,25.312598608210934,23.524760136639436,48.83735874485037,0.9551040335786766,"[0, 0, 0, 0, 0, 1, 1]"
13,9.438344255797823,5.996950950418567,15.43529520621639,0.6006814676778975,"[1, 0, 0, 0, 0, 0, 1]"
14,8.985666004546971,4.855920253938762,13.841586258485734,0.6959599969015668,"[1, 1, 0, 0, 0, 0, 0]"
15,5.566632406863681,2.3310012465760455,7.897633653439726,0.5516687442934086,"[0, 1, 1, 0, 0, 0, 0]"
16,7.233133686857452,3.570814520670679,10.803948207528132,0.18285437931904036,"[0, 0, 1, 1, 0, 0, 0]"
17,18.322099622128057,3.656589867775117,21.978689489903175,0.5828342171436302,"[0, 0, 0, 1, 1, 0, 0]"
18,21.57929621358351,5.114756890867344,26.694053104450855,0.4234016219840945,"[0, 0, 0, 0, 1, 1, 0]"
19,9.900421677567566,2.966120852310244,12.86654252987781,0.4184926768560141,"[0, 0, 0, 0, 0, 1, 1]"
20,3,3,6,0.1378616122317895,"[1, 0, 0, 0, 0, 0, 1]"
21,5,2,7,0.3684530017364519,"[1, 1, 0, 0, 0, 0, 0]"
22,3,2,5,0.7702019364217387,"[0, 1, 1, 0, 0, 0, 0]"
23,2,2,4,0.8435119877883802,"[0, 0, 1, 1, 0, 0, 0]"
24,15.186393067314485,2,17.186393067314484,0.33909578142009833,"[0, 0, 0, 1, 1, 0, 0]"
25,5,2,7,0.5613894108691047,"[0, 0, 0, 0, 1, 1, 0]"
26,2,3,5,0.20344165449325702,"[0, 0, 0, 0, 0, 1, 1]"
27,6.378040542948691,2.1967835580101545,8.574824100958846,0.32797259668359036,"[1, 0, 0, 0, 0, 0, 1]"
28,4.1967835580101545,2.378040542948691,6.574824100958845,0.6300675715811513,"[1, 1, 0, 0, 0, 0, 0]"
29,7,2,9,0.7216219235866407,"[0, 1, 1, 0, 0, 0, 0]"
30,3,2,5,0.09146077317219437,"[0, 0, 1, 1, 0, 0, 0]"
31,13.860508438415835,3,16.860508438415835,0.8990407852839671,"[0, 0, 0, 1, 1, 0, 0]"
32,2,2,4,0.639641357709247,"[0, 0, 0, 0, 1, 1, 0]"
33,2,2,4,0.0056664419109916375,"[0, 0, 0, 0, 0, 1, 1]"
34,7,2,9,0.759452733960676,"[1, 0, 0, 0, 0, 0, 1]"
35,4.273881756066295,2.6051487015429284,6.879030457609224,0.7491348996764972,"[1, 1, 0, 0, 0, 0, 0]"
36,12.161874345963348,2.5477635121325894,14.709637858095938,0.410822634099442,"[0, 1, 1, 0, 0, 0, 0]"
37,12.855595508198826,4.323555153559741,17.179150661758566,0.7794159021885863,"[0, 0, 1, 1, 0, 0, 0]"
38,4.467649541313152,2.4639096913371854,6.931559232650338,0.656794615843856,"[0, 0, 0, 1, 1, 0, 0]"
39,9.163477446289384,2.961357259690935,12.12483470598032,0.9499920199496971,"[0, 0, 0, 0, 1, 1, 0]"
40,10.961357259690935,9.230569960635641,20.191927220326576,0.11047447175362746,"[0, 0, 0, 0, 0, 1, 1]"
41,17.669106159670545,2.487920580918406,20.15702674058895,0.37341023344641266,"[1, 0, 0, 0, 0, 0, 1]"
42,34.641190577487194,7.0946221609706335,41.735812738457824,0.799002805536947,"[1, 1, 0, 0, 0, 0, 0]"
43,46.9268551123982,6.814704665119544,53.74155977751774,0.7062720964717919,"[0, 1, 1, 0, 0, 0, 0]"
44,2.2825088385887167,3.202261380615128,5.4847702192038446,0.3033920709226916,"[0, 0, 1, 1, 0, 0, 0]"
45,11.714618510432672,2.246219133482735,13.960837643915408,0.18341652116492357,"[0, 0, 0, 1, 1, 0, 0]"
46,8.484432122727153,3.4639602743095006,11.948392397036653,0.3378130351357046,"[0, 0, 0, 0, 1, 1, 0]"
47,8.617593332719489,2,10.617593332719489,0.6025467047303905,"[0, 0, 0, 0, 0, 1, 1]"
48,9,6.271780603359359,15.271780603359359,0.7437818852080947,"[1, 0, 0, 0, 0, 0, 1]"
49,4.029251885593892,5.382781818531005,9.412033704124898,0.538295670622364,"[1, 1, 0, 0, 0, 0, 0]"
50,28.948313528175184,3.1422911574150034,32.090604685590186,0.08775565678167585,"[0, 1, 1, 0, 0, 0, 0]"
51,12.031896827266372,4.167950196745328,16.1998470240117,0.08733561275721358,"[0, 0, 1, 1, 0, 0, 0]"
52,9.391038758513966,4.864566733474828,14.255605491988796,0.9886298047436408,"[0, 0, 0, 1, 1, 0, 0]"
53,14.164201429912971,2.2428828635297116,16.407084293442683,0.1525776111389312,"[0, 0, 0, 0, 1, 1, 0]"
54,3.0762888055694657,3.278983810391428,6.355272615960894,0.3302500921869286,"[0, 0, 0, 0, 0, 1, 1]"
55,6,2,8,0.10963938130848161,"[1, 0, 0, 0, 0, 0, 1]"
56,2,2,4,0.7403703798253769,"[1, 1, 0, 0, 0, 0, 0]"
57,3,4,7,0.7272974499930828,"[0, 1, 1, 0, 0, 0, 0]"
58,28.370441280315585,19.54276727266594,47.91320855298153,0.9748467631544644,"[0, 0, 1, 1, 0, 0, 0]"
59,67.30350704572052,6.62628419009264,73.92979123581316,0.588271433695919,"[0, 0, 0, 1, 1, 0, 0]"
60,4.0783583768554035,3.447216959046262,7.5255753359016655,0.5635639929770939,"[0, 0, 0, 0, 1, 1, 0]"
61,9.533836234942907,2.1821564288902313,11.715992663833138,0.15671675371080596,"[0, 0, 0, 0, 0, 1, 1]"
62,11.314316327209818,2.4526976652758723,13.76701399248569,0.11136764043854397,"[1, 0, 0, 0, 0, 0, 1]"
63,20.780959867968654,3.467574352023184,24.24853421999184,0.11425681729210968,"[1, 1, 0, 0, 0, 0, 0]"
64,9.775894292744258,3.0940639830200896,12.869958275764347,0.03970180889592356,"[0, 1, 1, 0, 0, 0, 0]"
65,5.309046958288162,2.953422791484936,8.262469749773098,0.7695454757949345,"[0, 0, 1, 1, 0, 0, 0]"
66,5.513030317196623,2.2825790856908803,7.795609402887504,0.4538467813316418,"[0, 0, 0, 1, 1, 0, 0]"
67,2,2,4,0.07547378133411364,"[0, 0, 0, 0, 1, 1, 0]"
68,7,4.234756604670742,11.234756604670743,0.8658429835806961,"[0, 0, 0, 0, 0, 1, 1]"
69,5,2,7,0.040728367471114635,"[1, 0, 0, 0, 0, 0, 1]"
70,6.1749986677355055,2.1014511744927526,8.276449842228258,0.11748809268007199,"[1, 1, 0, 0, 0, 0, 0]"
71,21.155547827926558,3.503129931145919,24.658677759072475,0.2333315569806741,"[0, 1, 1, 0, 0, 0, 0]"
72,26.86409215288789,7.1685014258957445,34.03259357878363,0.6471144016905674,"[0, 0, 1, 1, 0, 0, 0]"
73,57.44125095895413,29.640229792384737,87.08148075133886,0.8592016664104117,"[0, 0, 0, 1, 1, 0, 0]"
74,55.296070175635364,7.000405572372298,62.296475748007666,0.6863654543954578,"[0, 0, 0, 0, 1, 1, 0]"
75,4,2,6,0.7932653031336179,"[0, 0, 0, 0, 0, 1, 1]"
76,8.140772888759555,2.2764647729604284,10.417237661719984,0.41469715944064245,"[1, 0, 0, 0, 0, 0, 1]"
77,6.880929036455728,2.2614353648391727,9.142364401294902,0.18099371411942733,"[1, 1, 0, 0, 0, 0, 0]"
78,5.4230496221588425,2.6044642634953004,8.027513885654143,0.8497081461316517,"[0, 1, 1, 0, 0, 0, 0]"
79,4,2,6,0.1047602778041905,"[0, 0, 1, 1, 0, 0, 0]"
80,3,3,6,0.1485872538974392,"[0, 0, 0, 1, 1, 0, 0]"
81,27.58653981224682,16.84911337677369,44.43565318902051,0.7063335951304863,"[0, 0, 0, 0, 1, 1, 0]"
82,27.87506268649338,8.586387852793608,36.461450539286986,0.6144825124955414,"[0, 0, 0, 0, 0, 1, 1]"
83,6.554936650272908,6.2282129757495746,12.783149626022482,0.3430758081133841,"[1, 0, 0, 0, 0, 0, 1]"
84,11.682805350165347,7.736616444177942,19.41942179434329,0.736616444177943,"[1, 1, 0, 0, 0, 0, 0]"
85,11.783701544893487,2.889628081249133,14.673329626142621,0.7413567343742772,"[0, 1, 1, 0, 0, 0, 0]"
86,50.62935291012948,2.054310240282124,52.683663150411604,0.04584324707374021,"[0, 0, 1, 1, 0, 0, 0]"
87,3.027505948244244,2.8208541962380345,5.848360144482278,0.9821728010060978,"[0, 0, 0, 1, 1, 0, 0]"
88,5,4,9,0.0177660616786659,"[0, 0, 0, 0, 1, 1, 0]"
89,8.26599265972188,4,12.26599265972188,0.13077182062042503,"[0, 0, 0, 0, 0, 1, 1]"
90,6.437285300345179,2.0648907494184234,8.502176049763602,0.11964282153368955,"[1, 0, 0, 0, 0, 0, 1]"
91,4.1319984165959704,3.8689388763883636,8.000937292984334,0.5830470671269062,"[1, 1, 0, 0, 0, 0, 0]"
92,18.08361633716662,2.4299510371649076,20.51356737433153,0.11184611196257854,"[0, 1, 1, 0, 0, 0, 0]"
93,63.981505993975006,5.077000889559519,69.05850688353452,0.23876143565824637,"[0, 0, 1, 1, 0, 0, 0]"
94,39.066233874770404,6.5997465510344,45.665980425804804,0.3405623247216899,"[0, 0, 0, 1, 1, 0, 0]"
95,5.511804485267533,2.6649666311243236,8.176771116391857,0.2899169228001306,"[0, 0, 0, 0, 1, 1, 0]"
96,10.222797632427108,3.1408956644687134,13.363693296895821,0.09400007495735563,"[0, 0, 0, 0, 0, 1, 1]"
97,9.62998715286715,5.5272274589306285,15.157214611797778,0.39075787783618243,"[1, 0, 0, 0, 0, 0, 1]"
98,7.413642301396131,2.6846494701512067,10.098291771547338,0.651050329328934,"[1, 1, 0, 0, 0, 0, 0]"
99,5.407189068636283,3.3455940773630317,8.752783145999315,0.27734417111435006,"[0, 1, 1, 0, 0, 0, 0]"
